date,description,reference_no,debit,credit,balance,mode
27-12-2023,NEFT Credit - Prestige Manufacturing,TXN2493,0,16405988,5847517463,RTGS
28-12-2023,Electricity Bill - MSEDCL,ELEC202312,299436,0,5847218027,NEFT
29-12-2023,NEFT Credit - Royal Textiles,TXN2495,0,5562904,5852780931,RTGS
29-12-2023,NEFT Credit - Indus Trading,TXN2496,0,3997095,5856778026,NEFT
29-12-2023,NEFT Credit - Himalaya Exports,TXN2497,0,9430678,5866208704,RTGS
01-01-2024,Rent Payment - Factory Premises,RNT202401,600000,0,5865608704,NEFT
02-01-2024,RTGS Payment - Pune Engineering Works,TXN2499,16582280,0,5849026424,RTGS
03-01-2024,NEFT Credit - Indus Trading,TXN2500,0,14315597,5863342021,RTGS
03-01-2024,NEFT Credit - Western Corp,TXN2501,0,6399812,5869741833,RTGS
04-01-2024,RTGS Payment - Chennai Chemicals Ltd,TXN2502,5946989,0,5863794844,RTGS
05-01-2024,NACH Debit - HDFC Bank Loan Repayment,EMI1202401,2500000,0,5861294844,NEFT
08-01-2024,NEFT Credit - Prime Exports,TXN2506,0,5694706,5890907052,RTGS
08-01-2024,NEFT Credit - Horizon Corp Ltd,TXN2505,0,4762360,5885212346,NEFT
08-01-2024,NEFT Credit - Allied Industries,TXN2504,0,19155142,5880449986,RTGS
09-01-2024,RTGS Payment - Hyderabad Dye Stuff Co,TXN2507,11854126,0,5879052926,RTGS
09-01-2024,RTGS Payment - Surat Fabric Traders,TXN2508,2952000,0,5876100926,RTGS
10-01-2024,NACH Debit - Kotak Mahindra Loan A/c,EMI2202401,1800000,0,5874300926,NEFT
11-01-2024,RTGS Payment - Ahmedabad Dyes Ltd,TXN2510,7676177,0,5866624749,RTGS
12-01-2024,NEFT Credit - Orbit Solutions,TXN2511,0,8038265,5874663014,RTGS
16-01-2024,RTGS Payment - Punjab Suppliers Co,TXN2512,7421033,0,5867241981,RTGS
16-01-2024,RTGS Payment - Rajasthan Textiles Supply,TXN2513,11861648,0,5855380333,RTGS
17-01-2024,NEFT Credit - Western Corp,TXN2514,0,16257928,5871638261,RTGS
18-01-2024,RTGS Payment - Mumbai Transport Co,TXN2515,15077019,0,5856561242,RTGS
18-01-2024,RTGS Payment - Ludhiana Yarn Mills,TXN2516,4747981,0,5851813261,RTGS
19-01-2024,NEFT Credit - National Traders,TXN2518,0,14805119,5872449976,RTGS
19-01-2024,NEFT Credit - Metro Traders Pvt Ltd,TXN2519,0,6477791,5878927767,RTGS
19-01-2024,NEFT Credit - Deccan Industries,TXN2517,0,5831596,5857644857,RTGS
22-01-2024,NEFT Credit - Falcon Enterprises,TXN2520,0,5750749,5884678516,RTGS
22-01-2024,NEFT Credit - Silver Oak Ltd,TXN2521,0,16511145,5901189661,RTGS
23-01-2024,RTGS Payment - Gujarat Raw Materials Ltd,TXN2522,13038817,0,5888150844,RTGS
23-01-2024,RTGS Payment - Kolkata Packaging Co,TXN2523,15545756,0,5872605088,RTGS
24-01-2024,NEFT Credit - Royal Textiles,TXN2524,0,10855054,5883460142,RTGS
24-01-2024,NEFT Credit - Delta Traders,TXN2525,0,21756866,5905217008,RTGS
25-01-2024,RTGS Payment - Mumbai Transport Co,TXN2526,5516163,0,5899700845,RTGS
25-01-2024,RTGS Payment - Surat Fabric Traders,TXN2527,12229353,0,5887471492,RTGS
26-01-2024,NEFT Credit - Prestige Manufacturing,TXN2528,0,6075417,5893546909,RTGS
26-01-2024,NEFT Credit - Coastal Traders,TXN2529,0,13111290,5906658199,RTGS
26-01-2024,NEFT Credit - Northern Exports,TXN2530,0,11469482,5918127681,RTGS
29-01-2024,NEFT Credit - Horizon Corp Ltd,TXN2532,0,8374796,5932455215,RTGS
29-01-2024,NEFT Credit - Apex Corp,TXN2531,0,5952738,5924080419,RTGS
29-01-2024,NEFT Credit - Prestige Manufacturing,TXN2533,0,8376673,5940831888,RTGS
30-01-2024,RTGS Payment - Punjab Suppliers Co,TXN2535,3935458,0,5928444885,RTGS
30-01-2024,RTGS Payment - Delhi Logistics Pvt Ltd,TXN2534,8451545,0,5932380343,RTGS
31-01-2024,NEFT Credit - Crown Industries,TXN2536,0,18122859,5946567744,RTGS
01-02-2024,Rent Payment - Factory Premises,RNT202402,600000,0,5945967744,NEFT
02-02-2024,NEFT Credit - Coastal Traders,TXN2538,0,12251859,5958219603,RTGS
02-02-2024,NEFT Credit - Global Exports India,TXN2539,0,7646197,5965865800,RTGS
05-02-2024,NACH Debit - HDFC Bank Loan Repayment,EMI1202402,2500000,0,5963365800,NEFT
06-02-2024,RTGS Payment - Rajasthan Textiles Supply,TXN2541,9630636,0,5953735164,RTGS
07-02-2024,Salary Payment - All Staff,SAL202402,3900000,0,5949835164,NEFT
08-02-2024,RTGS Payment - Hyderabad Dye Stuff Co,TXN2543,11706992,0,5938128172,RTGS
08-02-2024,RTGS Payment - Hyderabad Dye Stuff Co,TXN2544,9245845,0,5928882327,RTGS
09-02-2024,NEFT Credit - Zenith Industries Ltd,TXN2545,0,6207109,5935089436,RTGS
12-02-2024,NEFT Credit - Eastern Exports,TXN2546,0,6322718,5941412154,RTGS
12-02-2024,NEFT Credit - Bharat Industries Ltd,TXN2547,0,14086075,5955498229,RTGS
13-02-2024,RTGS Payment - Mumbai Transport Co,TXN2549,8906196,0,5939295647,RTGS
13-02-2024,RTGS Payment - Gujarat Raw Materials Ltd,TXN2548,7296386,0,5948201843,RTGS
14-02-2024,NEFT Credit - Deccan Industries,TXN2550,0,21974930,5961270577,RTGS
16-02-2024,NEFT Credit - Western Corp,TXN2551,0,20685366,5981955943,RTGS
19-02-2024,NEFT Credit - Ganges Corp,TXN2552,0,15975246,5997931189,RTGS
20-02-2024,GST Payment - GSTIN MH29AA1234Z,GST202402,877735,0,5997053454,NEFT
21-02-2024,NEFT Credit - Horizon Corp Ltd,TXN2554,0,13304288,6010357742,RTGS
22-02-2024,RTGS Payment - Pune Engineering Works,TXN2555,4848380,0,6005509362,RTGS
22-02-2024,RTGS Payment - Punjab Suppliers Co,TXN2556,5205274,0,6000304088,RTGS
23-02-2024,NEFT Credit - Horizon Corp Ltd,TXN2557,0,17329849,6017633937,RTGS
23-02-2024,NEFT Credit - Crown Industries,TXN2558,0,19448106,6037082043,RTGS
26-02-2024,NEFT Credit - Delta Traders,TXN2559,0,11645641,6048727684,RTGS
27-02-2024,RTGS Payment - Ludhiana Yarn Mills,TXN2560,12886325,0,6035841359,RTGS
28-02-2024,Electricity Bill - MSEDCL,ELEC202402,314985,0,6035526374,NEFT
29-02-2024,RTGS Payment - Pune Engineering Works,TXN2562,4194698,0,6031331676,RTGS
01-03-2024,Rent Payment - Factory Premises,RNT202403,600000,0,6030731676,NEFT
04-03-2024,NEFT Credit - Crown Industries,TXN2564,0,3427075,6034158751,NEFT
05-03-2024,NACH Debit - HDFC Bank Loan Repayment,EMI1202403,2500000,0,6031658751,NEFT
06-03-2024,NEFT Credit - Silver Oak Ltd,TXN2566,0,15946991,6047605742,RTGS
06-03-2024,NEFT Credit - Northern Exports,TXN2567,0,14257585,6061863327,RTGS
07-03-2024,Salary Payment - All Staff,SAL202403,3900000,0,6057963327,NEFT
07-03-2024,TDS Payment Challan 281,TDS202403,465401,0,6057497926,NEFT
08-03-2024,NEFT Credit - Sterling Corp,TXN2570,0,7767579,6065265505,RTGS
08-03-2024,NEFT Credit - Crown Industries,TXN2571,0,13959737,6079225242,RTGS
11-03-2024,NEFT Credit - Himalaya Exports,TXN2572,0,9939457,6089164699,RTGS
11-03-2024,NEFT Credit - Royal Textiles,TXN2573,0,13742241,6102906940,RTGS
11-03-2024,NEFT Credit - Sunrise Trading Co,TXN2574,0,16562702,6119469642,RTGS
12-03-2024,RTGS Payment - Kolkata Packaging Co,TXN2575,14729145,0,6104740497,RTGS
12-03-2024,RTGS Payment - Ludhiana Yarn Mills,TXN2576,13018341,0,6091722156,RTGS
13-03-2024,NEFT Credit - Western Corp,TXN2577,0,11334409,6103056565,RTGS
13-03-2024,NEFT Credit - Silver Oak Ltd,TXN2578,0,15818322,6118874887,RTGS
14-03-2024,RTGS Payment - Mumbai Transport Co,TXN2580,8523944,0,6094766291,RTGS
14-03-2024,RTGS Payment - Ahmedabad Dyes Ltd,TXN2579,15584652,0,6103290235,RTGS
18-03-2024,NEFT Credit - Prime Exports,TXN2581,0,9904177,6104670468,RTGS
19-03-2024,RTGS Payment - Surat Fabric Traders,TXN2582,15278491,0,6089391977,RTGS
20-03-2024,GST Payment - GSTIN MH29AA1234Z,GST202403,1276820,0,6088115157,NEFT
21-03-2024,RTGS Payment - Ludhiana Yarn Mills,TXN2584,10144735,0,6077970422,RTGS
22-03-2024,NEFT Credit - Orbit Solutions,TXN2585,0,17912106,6095882528,RTGS
22-03-2024,NEFT Credit - Northern Exports,TXN2586,0,12975453,6108857981,RTGS
22-03-2024,NEFT Credit - Southern Corp,TXN2587,0,5520579,6114378560,RTGS
25-03-2024,NEFT Credit - Ganges Corp,TXN2588,0,19953835,6134332395,RTGS
25-03-2024,NEFT Credit - Pioneer Mfg Ltd,TXN2589,0,13361377,6147693772,RTGS
26-03-2024,RTGS Payment - Kolkata Packaging Co,TXN2590,13450530,0,6134243242,RTGS
27-03-2024,NEFT Credit - Himalaya Exports,TXN2591,0,17397818,6151641060,RTGS
28-03-2024,Electricity Bill - MSEDCL,ELEC202403,353425,0,6151287635,NEFT
29-03-2024,NEFT Credit - Bharat Industries Ltd,TXN2594,0,19280448,6188836261,RTGS
29-03-2024,NEFT Credit - Apex Corp,TXN2593,0,18268178,6169555813,RTGS
01-04-2024,Rent Payment - Factory Premises,RNT202404,600000,0,6188236261,NEFT
02-04-2024,RTGS Payment - Hyderabad Dye Stuff Co,TXN2596,10899549,0,6177336712,RTGS
02-04-2024,RTGS Payment - Ahmedabad Dyes Ltd,TXN2597,14004949,0,6163331763,RTGS
03-04-2024,NEFT Credit - Eastern Exports,TXN2598,0,4433634,6167765397,NEFT
03-04-2024,NEFT Credit - Northern Exports,TXN2599,0,15263807,6183029204,RTGS
04-04-2024,RTGS Payment - Punjab Suppliers Co,TXN2600,15300908,0,6167728296,RTGS
05-04-2024,NACH Debit - HDFC Bank Loan Repayment,EMI1202404,2500000,0,6165228296,NEFT
08-04-2024,NEFT Credit - Ganges Corp,TXN2602,0,15112119,6180340415,RTGS
09-04-2024,RTGS Payment - Surat Fabric Traders,TXN2603,12679029,0,6167661386,RTGS
10-04-2024,NACH Debit - Kotak Mahindra Loan A/c,EMI2202404,1800000,0,6165861386,NEFT
11-04-2024,RTGS Payment - Bangalore Thread Works,TXN2605,13221827,0,6152639559,RTGS
12-04-2024,NEFT Credit - Northern Exports,TXN2608,0,17643691,6201218734,RTGS
12-04-2024,NEFT Credit - Coastal Traders,TXN2607,0,14326538,6183575043,RTGS
12-04-2024,NEFT Credit - Indus Trading,TXN2606,0,16608946,6169248505,RTGS
16-04-2024,RTGS Payment - Gujarat Raw Materials Ltd,TXN2609,4054343,0,6197164391,RTGS
17-04-2024,NEFT Credit - Falcon Enterprises,TXN2610,0,20335451,6217499842,RTGS
17-04-2024,NEFT Credit - Deccan Industries,TXN2611,0,20607964,6238107806,RTGS
18-04-2024,RTGS Payment - Pune Engineering Works,TXN2612,8676684,0,6229431122,RTGS
19-04-2024,NEFT Credit - Diamond Exports Ltd,TXN2613,0,19992845,6249423967,RTGS
19-04-2024,NEFT Credit - Pioneer Mfg Ltd,TXN2614,0,14775184,6264199151,RTGS
22-04-2024,NEFT Credit - Royal Textiles,TXN2615,0,6708094,6270907245,RTGS
23-04-2024,RTGS Payment - Mumbai Transport Co,TXN2616,17844224,0,6253063021,RTGS
23-04-2024,RTGS Payment - Punjab Suppliers Co,TXN2617,4347320,0,6248715701,RTGS
24-04-2024,NEFT Credit - Pioneer Mfg Ltd,TXN2618,0,14887970,6263603671,RTGS
24-04-2024,NEFT Credit - Crown Industries,TXN2619,0,14711407,6278315078,RTGS
24-04-2024,NEFT Credit - Diamond Exports Ltd,TXN2620,0,10141315,6288456393,RTGS
25-04-2024,RTGS Payment - Punjab Suppliers Co,TXN2622,9751204,0,6268316508,RTGS
25-04-2024,RTGS Payment - Delhi Logistics Pvt Ltd,TXN2621,10388681,0,6278067712,RTGS
26-04-2024,NEFT Credit - Silver Oak Ltd,TXN2624,0,5453996,6292152112,RTGS
26-04-2024,NEFT Credit - Crown Industries,TXN2625,0,4699314,6296851426,NEFT
26-04-2024,NEFT Credit - Himalaya Exports,TXN2623,0,18381608,6286698116,RTGS
29-04-2024,NEFT Credit - Global Exports India,TXN2626,0,3957830,6300809256,NEFT
29-04-2024,NEFT Credit - Central Trading,TXN2627,0,14711785,6315521041,RTGS
29-04-2024,NEFT Credit - Indus Trading,TXN2628,0,6869602,6322390643,RTGS
30-04-2024,RTGS Payment - Ludhiana Yarn Mills,TXN2629,6492180,0,6315898463,RTGS
01-05-2024,Rent Payment - Factory Premises,RNT202405,600000,0,6315298463,NEFT
02-05-2024,RTGS Payment - Hyderabad Dye Stuff Co,TXN2631,5086631,0,6310211832,RTGS
03-05-2024,NEFT Credit - Eastern Exports,TXN2632,0,17506582,6327718414,RTGS
03-05-2024,NEFT Credit - Diamond Exports Ltd,TXN2633,0,10979781,6338698195,RTGS
06-05-2024,NEFT Credit - Indus Trading,TXN2634,0,9389174,6348087369,RTGS
06-05-2024,NEFT Credit - Sunrise Trading Co,TXN2635,0,17700026,6365787395,RTGS
07-05-2024,Salary Payment - All Staff,SAL202405,3900000,0,6361887395,NEFT
08-05-2024,NEFT Credit - Zenith Industries Ltd,TXN2637,0,9821109,6371708504,RTGS
08-05-2024,NEFT Credit - Diamond Exports Ltd,TXN2638,0,17613401,6389321905,RTGS
09-05-2024,RTGS Payment - Chennai Chemicals Ltd,TXN2640,5852490,0,6369245914,RTGS
09-05-2024,RTGS Payment - Gujarat Raw Materials Ltd,TXN2639,14223501,0,6375098404,RTGS
10-05-2024,NACH Debit - Kotak Mahindra Loan A/c,EMI2202405,1800000,0,6367445914,NEFT
13-05-2024,NEFT Credit - Coastal Traders,TXN2642,0,5299291,6372745205,RTGS
13-05-2024,NEFT Credit - Western Corp,TXN2643,0,6614232,6379359437,RTGS
14-05-2024,RTGS Payment - Delhi Logistics Pvt Ltd,TXN2644,7869119,0,6371490318,RTGS
16-05-2024,RTGS Payment - Pune Engineering Works,TXN2645,4311847,0,6367178471,RTGS
17-05-2024,NEFT Credit - Ganges Corp,TXN2646,0,19624356,6386802827,RTGS
17-05-2024,NEFT Credit - National Traders,TXN2647,0,13716096,6400518923,RTGS
20-05-2024,GST Payment - GSTIN MH29AA1234Z,GST202405,1325969,0,6399192954,NEFT
21-05-2024,RTGS Payment - Bangalore Thread Works,TXN2649,8985795,0,6390207159,RTGS
21-05-2024,RTGS Payment - Bangalore Thread Works,TXN2650,4316496,0,6385890663,RTGS
22-05-2024,NEFT Credit - Delta Traders,TXN2651,0,18563251,6404453914,RTGS
22-05-2024,NEFT Credit - Bharat Industries Ltd,TXN2652,0,8989062,6413442976,RTGS
22-05-2024,Cash Deposit - Branch Counter Mumbai,CD2024A,0,1500000,6414942976,CASH
23-05-2024,RTGS Payment - Punjab Suppliers Co,TXN2655,13676136,0,6388965458,RTGS
23-05-2024,RTGS Payment - Bangalore Thread Works,TXN2654,12301382,0,6402641594,RTGS
24-05-2024,NEFT Credit - Silver Oak Ltd,TXN2656,0,7154780,6396120238,RTGS
27-05-2024,NEFT Credit - Crown Industries,TXN2657,0,7124154,6403244392,RTGS
28-05-2024,Electricity Bill - MSEDCL,ELEC202405,273992,0,6402970400,NEFT
29-05-2024,NEFT Credit - Himalaya Exports,TXN2659,0,7943205,6410913605,RTGS
29-05-2024,NEFT Credit - National Traders,TXN2660,0,16234664,6427148269,RTGS
30-05-2024,RTGS Payment - Bangalore Thread Works,TXN2661,4713029,0,6422435240,RTGS
30-05-2024,RTGS Payment - Bangalore Thread Works,TXN2662,8837584,0,6413597656,RTGS
31-05-2024,NEFT Credit - Sunrise Trading Co,TXN2663,0,19529942,6433127598,RTGS
31-05-2024,NEFT Credit - Indus Trading,TXN2664,0,21231456,6454359054,RTGS
03-06-2024,NEFT Credit - Royal Textiles,TXN2667,0,12891686,6485062612,RTGS
03-06-2024,NEFT Credit - ABC Traders Export Proceeds,CIRC001C,0,18500000,6503562612,RTGS
03-06-2024,NEFT Credit - Prime Exports,TXN2665,0,9012795,6463371849,RTGS
03-06-2024,NEFT Credit - Eastern Exports,TXN2666,0,8799077,6472170926,RTGS
04-06-2024,RTGS Payment - Rajasthan Textiles Supply,TXN2669,7677776,0,6495884836,RTGS
05-06-2024,NACH Debit - HDFC Bank Loan Repayment,EMI1202406,2500000,0,6493384836,NEFT
05-06-2024,RTGS Transfer - XYZ Suppliers Goods Payment,CIRC001D,18200000,0,6475184836,RTGS
06-06-2024,RTGS Payment - Bangalore Thread Works,TXN2672,3299447,0,6471885389,RTGS
06-06-2024,RTGS Payment - Ahmedabad Dyes Ltd,TXN2673,8423677,0,6463461712,RTGS
07-06-2024,Salary Payment - All Staff,SAL202406,3900000,0,6459561712,NEFT
07-06-2024,TDS Payment Challan 281,TDS202406,352512,0,6459209200,NEFT
10-06-2024,NACH Debit - Kotak Mahindra Loan A/c,EMI2202406,1800000,0,6457409200,NEFT
11-06-2024,RTGS Payment - Rajasthan Textiles Supply,TXN2677,5673712,0,6451735488,RTGS
11-06-2024,RTGS Payment - Ahmedabad Dyes Ltd,TXN2678,8841514,0,6442893974,RTGS
12-06-2024,NEFT Credit - Sterling Corp,TXN2680,0,19699582,6482401988,RTGS
12-06-2024,NEFT Credit - National Traders,TXN2679,0,19808432,6462702406,RTGS
12-06-2024,NEFT Credit - Sterling Corp,TXN2681,0,18093193,6500495181,RTGS
13-06-2024,RTGS Payment - Bangalore Thread Works,TXN2683,2917756,0,6493790443,RTGS
13-06-2024,RTGS Payment - Rajasthan Textiles Supply,TXN2682,3786982,0,6496708199,RTGS
14-06-2024,NEFT Credit - Crown Industries,TXN2684,0,4297065,6498087508,NEFT
17-06-2024,NEFT Credit - Crown Industries,TXN2686,0,8844156,6528170815,RTGS
17-06-2024,NEFT Credit - Falcon Enterprises,TXN2685,0,21239151,6519326659,RTGS
18-06-2024,RTGS Payment - Bangalore Thread Works,TXN2687,14857389,0,6513313426,RTGS
18-06-2024,RTGS Payment - Tirupur Cotton Co,TXN2688,15249997,0,6498063429,RTGS
19-06-2024,NEFT Credit - Eastern Exports,TXN2689,0,20339804,6518403233,RTGS
19-06-2024,NEFT Credit - Global Exports India,TXN2690,0,7032139,6525435372,RTGS
20-06-2024,GST Payment - GSTIN MH29AA1234Z,GST202406,980901,0,6524454471,NEFT
21-06-2024,NEFT Credit - Southern Corp,TXN2692,0,15509838,6539964309,RTGS
21-06-2024,NEFT Credit - Eastern Exports,TXN2693,0,4596217,6544560526,NEFT
21-06-2024,NEFT Credit - Coastal Traders,TXN2694,0,18009804,6562570330,RTGS
24-06-2024,NEFT Credit - Orbit Solutions,TXN2695,0,17465824,6580036154,RTGS
24-06-2024,NEFT Credit - Global Exports India,TXN2696,0,11505783,6591541937,RTGS
24-06-2024,NEFT Credit - Crown Industries,TXN2697,0,4281472,6595823409,NEFT
25-06-2024,RTGS Payment - Kolkata Packaging Co,TXN2698,8248151,0,6587575258,RTGS
25-06-2024,RTGS Payment - Ahmedabad Dyes Ltd,TXN2699,16102431,0,6571472827,RTGS
26-06-2024,NEFT Credit - Diamond Exports Ltd,TXN2700,0,7138821,6578611648,RTGS
27-06-2024,RTGS Payment - Chennai Chemicals Ltd,TXN2701,16001334,0,6562610314,RTGS
28-06-2024,Electricity Bill - MSEDCL,ELEC202406,346680,0,6562263634,NEFT
01-07-2024,Rent Payment - Factory Premises,RNT202407,600000,0,6561663634,NEFT
02-07-2024,RTGS Payment - Ahmedabad Dyes Ltd,TXN2704,14324472,0,6547339162,RTGS
02-07-2024,RTGS Payment - Bangalore Thread Works,TXN2705,13016129,0,6534323033,RTGS
03-07-2024,NEFT Credit - Sunrise Trading Co,TXN2706,0,7871950,6542194983,RTGS
03-07-2024,NEFT Credit - Northern Exports,TXN2707,0,10133005,6552327988,RTGS
04-07-2024,RTGS Payment - Tirupur Cotton Co,TXN2708,3395859,0,6548932129,RTGS
05-07-2024,NACH Debit - HDFC Bank Loan Repayment,EMI1202407,2500000,0,6546432129,NEFT
08-07-2024,NEFT Credit - Delta Traders,TXN2710,0,21060379,6567492508,RTGS
08-07-2024,NEFT Credit - Horizon Corp Ltd,TXN2711,0,21278072,6588770580,RTGS
08-07-2024,NEFT Credit - Sunrise Trading Co,TXN2712,0,14060013,6602830593,RTGS
08-07-2024,NEFT Credit - PQR Ltd Sales Advance,CIRC002C,0,25000000,6627830593,RTGS
09-07-2024,RTGS Payment - Kolkata Packaging Co,TXN2715,16795133,0,6599026552,RTGS
09-07-2024,RTGS Payment - Kolkata Packaging Co,TXN2714,12008908,0,6615821685,RTGS
10-07-2024,NACH Debit - Kotak Mahindra Loan A/c,EMI2202407,1800000,0,6597226552,NEFT
11-07-2024,RTGS Payment - Rajasthan Textiles Supply,TXN2717,14984491,0,6582242061,RTGS
11-07-2024,RTGS Payment - PQR Vendor Network,CIRC002D,24500000,0,6557742061,RTGS
12-07-2024,NEFT Credit - Prime Exports,TXN2719,0,5189304,6562931365,RTGS
12-07-2024,NEFT Credit - Horizon Corp Ltd,TXN2720,0,7457660,6570389025,RTGS
16-07-2024,RTGS Payment - Chennai Chemicals Ltd,TXN2721,4853557,0,6565535468,RTGS
17-07-2024,NEFT Credit - Silver Oak Ltd,TXN2722,0,11506558,6577042026,RTGS
17-07-2024,NEFT Credit - Coastal Traders,TXN2723,0,16376850,6593418876,RTGS
17-07-2024,NEFT Credit - Royal Textiles,TXN2724,0,7970488,6601389364,RTGS
18-07-2024,RTGS Payment - Surat Fabric Traders,TXN2725,9349543,0,6592039821,RTGS
18-07-2024,RTGS Payment - Mumbai Transport Co,TXN2726,9983162,0,6582056659,RTGS
19-07-2024,NEFT Credit - Indus Trading,TXN2727,0,6323742,6588380401,RTGS
22-07-2024,NEFT Credit - Himalaya Exports,TXN2729,0,15583973,6616500078,RTGS
22-07-2024,NEFT Credit - National Traders,TXN2728,0,12535704,6600916105,RTGS
23-07-2024,RTGS Payment - Pune Engineering Works,TXN2730,7891002,0,6608609076,RTGS
23-07-2024,RTGS Payment - Bangalore Thread Works,TXN2731,2441491,0,6606167585,RTGS
24-07-2024,NEFT Credit - Apex Corp,TXN2732,0,18583004,6624750589,RTGS
24-07-2024,NEFT Credit - Indus Trading,TXN2733,0,15219960,6639970549,RTGS
24-07-2024,NEFT Credit - Central Trading,TXN2734,0,5325025,6645295574,RTGS
25-07-2024,RTGS Payment - Chennai Chemicals Ltd,TXN2735,9608215,0,6635687359,RTGS
25-07-2024,RTGS Payment - Ahmedabad Dyes Ltd,TXN2736,5954277,0,6629733082,RTGS
26-07-2024,NEFT Credit - Horizon Corp Ltd,TXN2737,0,14033556,6643766638,RTGS
26-07-2024,NEFT Credit - Southern Corp,TXN2738,0,12715804,6656482442,RTGS
29-07-2024,NEFT Credit - Eastern Exports,TXN2739,0,7582015,6664064457,RTGS
29-07-2024,NEFT Credit - Western Corp,TXN2740,0,19485237,6683549694,RTGS
30-07-2024,RTGS Payment - Gujarat Raw Materials Ltd,TXN2742,3170794,0,6665190400,RTGS
30-07-2024,RTGS Payment - Surat Fabric Traders,TXN2741,15188500,0,6668361194,RTGS
31-07-2024,NEFT Credit - Indus Trading,TXN2743,0,18621005,6683811405,RTGS
01-08-2024,RTGS - Rajesh Holdings Pvt Ltd Intercorp Loan,RPL2024,35000000,0,6648211405,RTGS
01-08-2024,Rent Payment - Factory Premises,RNT202408,600000,0,6683211405,NEFT
02-08-2024,NEFT Credit - Global Exports India,TXN2746,0,8501047,6656712452,RTGS
05-08-2024,NACH Debit - HDFC Bank Loan Repayment,EMI1202408,2500000,0,6654212452,NEFT
06-08-2024,RTGS Payment - Pune Engineering Works,TXN2748,2411340,0,6651801112,RTGS
06-08-2024,RTGS Payment - Mumbai Transport Co,TXN2749,5794336,0,6646006776,RTGS
07-08-2024,Salary Payment - All Staff,SAL202408,3900000,0,6642106776,NEFT
08-08-2024,RTGS Payment - Surat Fabric Traders,TXN2751,7464462,0,6634642314,RTGS
09-08-2024,NEFT Credit - Central Trading,TXN2752,0,12394567,6647036881,RTGS
12-08-2024,NEFT Credit - Indus Trading,TXN2753,0,15294204,6662331085,RTGS
12-08-2024,NEFT Credit - Mehta Trading Export Bill,CIRC003C,0,32000000,6694331085,RTGS
13-08-2024,RTGS Payment - Punjab Suppliers Co,TXN2755,8638503,0,6685692582,RTGS
13-08-2024,RTGS Payment - Surat Fabric Traders,TXN2756,17563252,0,6668129330,RTGS
14-08-2024,RTGS Payment - Mehta Supplier Network,CIRC003D,31500000,0,6666074774,RTGS
14-08-2024,NEFT Credit - Deccan Industries,TXN2759,0,11056563,6697574774,RTGS
14-08-2024,NEFT Credit - Sunrise Trading Co,TXN2757,0,4937692,6673067022,NEFT
14-08-2024,NEFT Credit - Prestige Manufacturing,TXN2758,0,13451189,6686518211,RTGS
16-08-2024,NEFT Credit - Indus Trading,TXN2761,0,6260136,6672334910,RTGS
16-08-2024,NEFT Credit - Himalaya Exports,TXN2762,0,6393834,6678728744,RTGS
19-08-2024,NEFT Credit - Orbit Solutions,TXN2763,0,19198978,6697927722,RTGS
20-08-2024,GST Payment - GSTIN MH29AA1234Z,GST202408,781724,0,6697145998,NEFT
21-08-2024,NEFT Credit - Western Corp,TXN2765,0,10789705,6707935703,RTGS
22-08-2024,RTGS Payment - Gujarat Raw Materials Ltd,TXN2766,2535267,0,6705400436,RTGS
22-08-2024,RTGS Payment - Ludhiana Yarn Mills,TXN2767,8164217,0,6697236219,RTGS
23-08-2024,NEFT Credit - Central Trading,TXN2768,0,17370504,6714606723,RTGS
26-08-2024,NEFT Credit - Pioneer Mfg Ltd,TXN2769,0,19228960,6733835683,RTGS
26-08-2024,NEFT Credit - Apex Corp,TXN2770,0,10882182,6744717865,RTGS
26-08-2024,NEFT Credit - Prestige Manufacturing,TXN2771,0,6197453,6750915318,RTGS
27-08-2024,RTGS Payment - Punjab Suppliers Co,TXN2772,7657165,0,6743258153,RTGS
28-08-2024,Electricity Bill - MSEDCL,ELEC202408,298177,0,6742959976,NEFT
29-08-2024,RTGS Payment - Tirupur Cotton Co,TXN2775,16046049,0,6718092934,RTGS
29-08-2024,RTGS Payment - Rajasthan Textiles Supply,TXN2774,8820993,0,6734138983,RTGS
30-08-2024,NEFT Credit - Indus Trading,TXN2776,0,7993353,6726086287,RTGS
02-09-2024,NEFT Credit - National Traders,TXN2777,0,3484365,6729570652,NEFT
03-09-2024,RTGS Payment - Pune Engineering Works,TXN2778,8291952,0,6721278700,RTGS
04-09-2024,NEFT Credit - Orbit Solutions,TXN2779,0,8279272,6729557972,RTGS
04-09-2024,NEFT Credit - Prime Exports,TXN2780,0,17014691,6746572663,RTGS
04-09-2024,NEFT Credit - Bharat Industries Ltd,TXN2781,0,18043939,6764616602,RTGS
05-09-2024,NACH Debit - HDFC Bank Loan Repayment,EMI1202409,2500000,0,6762116602,NEFT
06-09-2024,NEFT Credit - Apex Corp,TXN2783,0,6571049,6768687651,RTGS
09-09-2024,NEFT Credit - Coastal Traders,TXN2784,0,7332470,6776020121,RTGS
10-09-2024,NACH Debit - Kotak Mahindra Loan A/c,EMI2202409,1800000,0,6774220121,NEFT
11-09-2024,NEFT Credit - Delta Traders,TXN2787,0,17607895,6807913988,RTGS
11-09-2024,NEFT Credit - Silver Oak Ltd,TXN2788,0,7891922,6815805910,RTGS
11-09-2024,NEFT Credit - Deccan Industries,TXN2786,0,16085972,6790306093,RTGS
